Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Integration-IA-Contact,Chrome 81.0.4044.138,,,2020-05-20 09:56:43,2020-05-20 10:01:12,"4m - 29,322s",FAILED
,,,,,,,
Test Cases/Contact,Chrome 81.0.4044.138,,,2020-05-20 09:56:43,2020-05-20 09:59:42,"2m - 59,042s",PASSED
"openBrowser("""")",Chrome 81.0.4044.138,,,2020-05-20 09:56:43,2020-05-20 09:56:48,"4,357s",PASSED
"navigateToUrl(""https://p13.demo.iadholding.com/"")",Chrome 81.0.4044.138,,,2020-05-20 09:56:48,2020-05-20 09:56:50,"2,895s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_Welcome page/button_Accder""))",Chrome 81.0.4044.138,,,2020-05-20 09:56:50,2020-05-20 09:56:54,"3,911s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Identifiant_username""), ""63@iadfrance.fr"")",Chrome 81.0.4044.138,,,2020-05-20 09:56:54,2020-05-20 09:56:59,"4,755s",PASSED
"setEncryptedText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Mot de passe_password""), ""M1qipU8GjAM="")",Chrome 81.0.4044.138,,,2020-05-20 09:56:59,2020-05-20 09:57:04,"4,420s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Mot de passe_submit""))",Chrome 81.0.4044.138,,,2020-05-20 09:57:04,2020-05-20 09:57:11,"7,708s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/button_Dmarrer""))",Chrome 81.0.4044.138,,,2020-05-20 09:57:11,2020-05-20 09:57:15,"3,976s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/div_Quitter""))",Chrome 81.0.4044.138,,,2020-05-20 09:57:15,2020-05-20 09:57:18,"3,171s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/a_Production""))",Chrome 81.0.4044.138,,,2020-05-20 09:57:18,2020-05-20 09:57:21,"2,530s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/a_Myiad acqureurs""))",Chrome 81.0.4044.138,,,2020-05-20 09:57:21,2020-05-20 09:57:24,"3,449s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/a_Myiad contacts""))",Chrome 81.0.4044.138,,,2020-05-20 09:57:24,2020-05-20 09:57:34,"10,072s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/button_Crer""))",Chrome 81.0.4044.138,,,2020-05-20 09:57:34,2020-05-20 09:57:39,"4,993s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/div_Nouveau contact_myiad-avatar""))",Chrome 81.0.4044.138,,,2020-05-20 09:57:39,2020-05-20 09:57:42,"2,673s",PASSED
Seq5 = Math.random() * 9 - 6,Chrome 81.0.4044.138,,,2020-05-20 09:57:42,2020-05-20 09:57:42,"0,012s",PASSED
seq55 = Seq5 * 100,Chrome 81.0.4044.138,,,2020-05-20 09:57:42,2020-05-20 09:57:42,"0,002s",PASSED
jdcontact = seq55,Chrome 81.0.4044.138,,,2020-05-20 09:57:42,2020-05-20 09:57:42,"0,002s",PASSED
jdcont = $jdcontact,Chrome 81.0.4044.138,,,2020-05-20 09:57:42,2020-05-20 09:57:42,"0,010s",PASSED
"firstname = ""test"" + jdcont",Chrome 81.0.4044.138,,,2020-05-20 09:57:42,2020-05-20 09:57:42,"0,278s",PASSED
println(firstname),Chrome 81.0.4044.138,,,2020-05-20 09:57:42,2020-05-20 09:57:42,"0,003s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Prnom_firstName""), firstname)",Chrome 81.0.4044.138,,,2020-05-20 09:57:42,2020-05-20 09:57:47,"4,692s",PASSED
"lastname = ""test1"" + jdcont",Chrome 81.0.4044.138,,,2020-05-20 09:57:47,2020-05-20 09:57:47,"0,000s",PASSED
println(lastname),Chrome 81.0.4044.138,,,2020-05-20 09:57:47,2020-05-20 09:57:47,"0,001s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Nom_lastName""), lastname)",Chrome 81.0.4044.138,,,2020-05-20 09:57:47,2020-05-20 09:57:52,"4,883s",PASSED
"usedname = ""test3"" + jdcont",Chrome 81.0.4044.138,,,2020-05-20 09:57:52,2020-05-20 09:57:52,"0,001s",PASSED
println(usedname),Chrome 81.0.4044.138,,,2020-05-20 09:57:52,2020-05-20 09:57:52,"0,000s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_concat(Nom d  usage)_usageName""), usedname)",Chrome 81.0.4044.138,,,2020-05-20 09:57:52,2020-05-20 09:57:57,"4,970s",PASSED
"jeunefille = ""test4"" + jdcont",Chrome 81.0.4044.138,,,2020-05-20 09:57:57,2020-05-20 09:57:57,"0,001s",PASSED
println(jeunefille),Chrome 81.0.4044.138,,,2020-05-20 09:57:57,2020-05-20 09:57:57,"0,000s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Nom de jeune fille_birthName""), jeunefille)",Chrome 81.0.4044.138,,,2020-05-20 09:57:57,2020-05-20 09:58:02,"4,969s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Date de naissance_birthDate""))",Chrome 81.0.4044.138,,,2020-05-20 09:58:02,2020-05-20 09:58:05,"2,644s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/span_13""))",Chrome 81.0.4044.138,,,2020-05-20 09:58:05,2020-05-20 09:58:07,"2,675s",PASSED
"datebirth = getAttribute(findTestObject(""CreationContact/Page_IAD/input_Date de naissance_birthDate""), ""value"")",Chrome 81.0.4044.138,,,2020-05-20 09:58:07,2020-05-20 09:58:08,"0,600s",PASSED
DateNaissance = datebirth,Chrome 81.0.4044.138,,,2020-05-20 09:58:08,2020-05-20 09:58:08,"0,000s",PASSED
println(DateNaissance),Chrome 81.0.4044.138,,,2020-05-20 09:58:08,2020-05-20 09:58:08,"0,001s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/span_Lieu de naissance_btn btn-default form_bf2c5d""))",Chrome 81.0.4044.138,,,2020-05-20 09:58:08,2020-05-20 09:58:10,"2,428s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/span_02""))",Chrome 81.0.4044.138,,,2020-05-20 09:58:10,2020-05-20 09:58:13,"2,882s",PASSED
"lieuBirth = ""test5"" + jdcont",Chrome 81.0.4044.138,,,2020-05-20 09:58:13,2020-05-20 09:58:13,"0,000s",PASSED
println(lieuBirth),Chrome 81.0.4044.138,,,2020-05-20 09:58:13,2020-05-20 09:58:13,"0,000s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Lieu de naissance_birthPlace""), lieuBirth)",Chrome 81.0.4044.138,,,2020-05-20 09:58:13,2020-05-20 09:58:18,"5,056s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/span_Choisir""))",Chrome 81.0.4044.138,,,2020-05-20 09:58:18,2020-05-20 09:58:21,"2,949s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Choisir_form-control ui-select-search_780576""), ""France"")",Chrome 81.0.4044.138,,,2020-05-20 09:58:21,2020-05-20 09:58:27,"6,078s",PASSED
"pays1 = getText(findTestObject(""CreationContact/Page_IAD/span_FRANCE""))",Chrome 81.0.4044.138,,,2020-05-20 09:58:27,2020-05-20 09:58:28,"0,527s",PASSED
pays = pays1,Chrome 81.0.4044.138,,,2020-05-20 09:58:28,2020-05-20 09:58:28,"0,001s",PASSED
println(pays),Chrome 81.0.4044.138,,,2020-05-20 09:58:28,2020-05-20 09:58:28,"0,001s",PASSED
"click(findTestObject(""CreationContact/Page_IAD/span_FRANCE""))",Chrome 81.0.4044.138,,,2020-05-20 09:58:28,2020-05-20 09:58:30,"2,385s",PASSED
"profession = ""test8"" + jdcont",Chrome 81.0.4044.138,,,2020-05-20 09:58:30,2020-05-20 09:58:30,"0,000s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Profession_job""), profession)",Chrome 81.0.4044.138,,,2020-05-20 09:58:30,2020-05-20 09:58:35,"5,090s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/span_Contact  Adresse""))",Chrome 81.0.4044.138,,,2020-05-20 09:58:35,2020-05-20 09:58:38,"2,490s",PASSED
Seqphone = Math.random() * 9 - 6,Chrome 81.0.4044.138,,,2020-05-20 09:58:38,2020-05-20 09:58:38,"0,000s",PASSED
ifseq = Seqphone,Chrome 81.0.4044.138,,,2020-05-20 09:58:38,2020-05-20 09:58:38,"0,001s",PASSED
if (ifseq == 0),Chrome 81.0.4044.138,,,2020-05-20 09:58:38,2020-05-20 09:58:38,"0,000s",PASSED
phone = phoneseq1,Chrome 81.0.4044.138,,,2020-05-20 09:58:38,2020-05-20 09:58:38,"0,001s",PASSED
println(phone),Chrome 81.0.4044.138,,,2020-05-20 09:58:38,2020-05-20 09:58:38,"0,000s",PASSED
"phone1 = ""06"" + phone",Chrome 81.0.4044.138,,,2020-05-20 09:58:38,2020-05-20 09:58:38,"0,000s",PASSED
println(phone1),Chrome 81.0.4044.138,,,2020-05-20 09:58:38,2020-05-20 09:58:38,"0,000s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Tlphone_phone2""), phone1)",Chrome 81.0.4044.138,,,2020-05-20 09:58:38,2020-05-20 09:58:43,"5,711s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/span_Ajouter un tlphone_fa fa-plus""))",Chrome 81.0.4044.138,,,2020-05-20 09:58:43,2020-05-20 09:58:46,"2,611s",PASSED
"phone2 = ""01"" + phone",Chrome 81.0.4044.138,,,2020-05-20 09:58:46,2020-05-20 09:58:46,"0,000s",PASSED
println(phone2),Chrome 81.0.4044.138,,,2020-05-20 09:58:46,2020-05-20 09:58:46,"0,000s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Tlphone_phone4""), phone2)",Chrome 81.0.4044.138,,,2020-05-20 09:58:46,2020-05-20 09:58:51,"5,184s",PASSED
"email1 = ""test6."" + phone + ""@gmail.com""",Chrome 81.0.4044.138,,,2020-05-20 09:58:51,2020-05-20 09:58:51,"0,001s",PASSED
println(email1),Chrome 81.0.4044.138,,,2020-05-20 09:58:51,2020-05-20 09:58:51,"0,000s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_E-mail personnel_emailPersonal-3""), email1)",Chrome 81.0.4044.138,,,2020-05-20 09:58:51,2020-05-20 09:58:57,"5,382s",PASSED
"click(findTestObject(""CreationContact/Page_IAD/button_Ajouter un email_btn btn-primary btn-add""))",Chrome 81.0.4044.138,,,2020-05-20 09:58:57,2020-05-20 09:58:59,"2,653s",PASSED
"email2 = ""test7."" + phone + ""@gmail.com""",Chrome 81.0.4044.138,,,2020-05-20 09:58:59,2020-05-20 09:58:59,"0,000s",PASSED
println(email2),Chrome 81.0.4044.138,,,2020-05-20 09:58:59,2020-05-20 09:58:59,"0,000s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_E-mail personnel_emailPersonal-5""), email2)",Chrome 81.0.4044.138,,,2020-05-20 09:58:59,2020-05-20 09:59:05,"5,252s",PASSED
"click(findTestObject(""CreationContact/Page_Welcome page/Page_IAD/span_FRANCE""))",Chrome 81.0.4044.138,,,2020-05-20 09:59:05,2020-05-20 09:59:07,"2,930s",PASSED
"setText(findTestObject(""CreationContact/Page_IAD/input_FRANCE_form-control ui-select-search _8034ae""), ""France"")",Chrome 81.0.4044.138,,,2020-05-20 09:59:07,2020-05-20 09:59:13,"5,694s",PASSED
delay(1),Chrome 81.0.4044.138,,,2020-05-20 09:59:13,2020-05-20 09:59:14,"1,018s",PASSED
"sendKeys(findTestObject(""CreationContact/Page_IAD/input_Adresse_address1""), Keys.chord(ARROW_DOWN))",Chrome 81.0.4044.138,,,2020-05-20 09:59:14,2020-05-20 09:59:17,"2,338s",PASSED
"sendKeys(findTestObject(""CreationContact/Page_IAD/input_Adresse_address1""), Keys.chord(INSERT))",Chrome 81.0.4044.138,,,2020-05-20 09:59:17,2020-05-20 09:59:19,"2,607s",PASSED
delay(4),Chrome 81.0.4044.138,,,2020-05-20 09:59:19,2020-05-20 09:59:23,"4,004s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Adresse_address1""), ""a"")",Chrome 81.0.4044.138,,,2020-05-20 09:59:23,2020-05-20 09:59:28,"4,575s",PASSED
delay(1),Chrome 81.0.4044.138,,,2020-05-20 09:59:28,2020-05-20 09:59:29,"1,002s",PASSED
"sendKeys(findTestObject(""CreationContact/Page_IAD/input_Adresse_address1""), Keys.chord(ARROW_DOWN))",Chrome 81.0.4044.138,,,2020-05-20 09:59:29,2020-05-20 09:59:31,"2,294s",PASSED
"sendKeys(findTestObject(""CreationContact/Page_IAD/input_Adresse_address1""), Keys.chord(INSERT))",Chrome 81.0.4044.138,,,2020-05-20 09:59:31,2020-05-20 09:59:33,"2,286s",PASSED
delay(5),Chrome 81.0.4044.138,,,2020-05-20 09:59:33,2020-05-20 09:59:38,"5,002s",PASSED
"adressContac = getAttribute(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Adresse_address1""), ""value"")",Chrome 81.0.4044.138,,,2020-05-20 09:59:38,2020-05-20 09:59:39,"0,280s",PASSED
adressContact = adressContac,Chrome 81.0.4044.138,,,2020-05-20 09:59:39,2020-05-20 09:59:39,"0,001s",PASSED
println(adressContact),Chrome 81.0.4044.138,,,2020-05-20 09:59:39,2020-05-20 09:59:39,"0,000s",PASSED
"click(findTestObject(""CreationContact/Page_IAD/span_Enregistrer le contact""))",Chrome 81.0.4044.138,,,2020-05-20 09:59:39,2020-05-20 09:59:41,"2,417s",PASSED
closeBrowser(),Chrome 81.0.4044.138,,,2020-05-20 09:59:41,2020-05-20 09:59:42,"0,796s",PASSED
,,,,,,,
Test Cases/Projet,Chrome 81.0.4044.138,,,2020-05-20 09:59:42,2020-05-20 10:01:12,"1m - 30,068s",FAILED
"openBrowser("""")",Chrome 81.0.4044.138,,,2020-05-20 09:59:42,2020-05-20 09:59:45,"3,268s",PASSED
navigateToUrl(URL),Chrome 81.0.4044.138,,,2020-05-20 09:59:45,2020-05-20 09:59:48,"3,171s",PASSED
"click(findTestObject(""Object Repository/Creation_projet/Page_Welcome page/button_Accder""))",Chrome 81.0.4044.138,,,2020-05-20 09:59:48,2020-05-20 09:59:52,"3,658s",PASSED
"click(findTestObject(""Creation_projet/Page_IAD (1)/div_Identifiant""))",Chrome 81.0.4044.138,,,2020-05-20 09:59:52,2020-05-20 09:59:55,"2,516s",PASSED
"setText(findTestObject(""Creation_projet/Page_IAD (1)/input_Identifiant_username""), usernameConseiller)",Chrome 81.0.4044.138,,,2020-05-20 09:59:55,2020-05-20 09:59:59,"4,598s",PASSED
"setEncryptedText(findTestObject(""Creation_projet/Page_IAD (1)/input_Mot de passe_password""), mp)",Chrome 81.0.4044.138,,,2020-05-20 09:59:59,2020-05-20 10:00:04,"4,364s",PASSED
"click(findTestObject(""Creation_projet/Page_IAD (1)/input_Mot de passe_submit""))",Chrome 81.0.4044.138,,,2020-05-20 10:00:04,2020-05-20 10:00:11,"7,732s",PASSED
